,SNR,Signal,Noise
Component_1,3.010,0.023,0.008
Component_2,5.267,0.064,0.012
Component_3,7.166,0.120,0.017
Component_4,12.964,0.240,0.018
Component_5,2.828,0.031,0.011
Component_6,8.224,0.080,0.010
Component_7,12.916,0.198,0.015
