,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,37.1733,5.6707,3.3358,4.2364,1.8145
r_e,1.3456,1.8982,6.9563,12.2428,8.8330
n,0.3632,0.2603,0.7780,1.5340,0.1702
x_0,39.1130,48.0781,80.3868,36.6171,59.2406
