,Component 1,Component 2,Component 3,Component 4
I_e,9.9699,0.2071,2.5356,3.9582
r_e,1.5625,50.0000,8.0819,11.4887
n,1.6024,2.3407,0.9188,1.7360
x_0,39.2994,48.5964,80.1490,36.9390
