,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,9.562,21.462,16.731,11.327
Continuum_2,13.834,21.956,19.229,12.937
Continuum_3,15.272,27.022,19.834,14.974
