,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.093,0.065,0.076,0.057,0.057
Continuum_2,0.091,0.059,0.067,0.051,0.052
Continuum_3,0.087,0.053,0.058,0.041,0.048
