,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,7.658,5.521,12.163,4.049
Continuum_2,10.304,10.139,20.851,8.423
Continuum_3,10.310,9.860,26.242,11.080
