,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,0.337,0.253,0.817,0.183
Continuum_2,0.317,0.269,0.872,0.247
Continuum_3,0.248,0.220,0.821,0.213
