Name,Chi squared,Dof,Chi reduced
Halpha,502.61131793623247,76,6.613306814950427
Hbeta,107.15860114799656,76,1.4099815940525864
NII,94.96934299034967,76,1.2495966182940748
SII,114.51156020867646,76,1.5067310553773219
OIII,137.21938734502942,76,1.8055182545398607
