,SNR,Signal,Noise
Component_1,78.213,22.335,0.286
Component_2,,0.000,
Component_3,1.818,2.024,1.113
Component_4,2.832,1.739,0.614
Component_5,7.655,4.316,0.564
Component_6,10.049,2.410,0.240
