,SNR,Signal,Noise
Component_1,565.863,192.675,0.340
Component_2,,0.000,
Component_3,101.756,128.956,1.267
Component_4,52.786,151.871,2.877
Component_5,189.602,213.526,1.126
Component_6,130.193,29.372,0.226
