,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6
Continuum_1,9.198,19.633,20.156,23.978,13.382,4.380
Continuum_2,9.311,35.197,20.311,22.299,17.088,4.480
Continuum_3,6.177,9.216,20.264,33.585,17.351,4.848
