,SNR,SNR,SNR,Signal,Signal,Signal,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3
Continuum_1,12.883,1.102,11.893,0.899,0.028,0.612,0.070,0.026,0.051
Continuum_2,16.308,3.557,15.230,1.157,0.068,0.864,0.071,0.019,0.057
Continuum_3,26.536,4.044,26.777,1.318,0.060,1.055,0.050,0.015,0.039
