,SNR,SNR,SNR,Signal,Signal,Signal,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3
Continuum_1,11.736,0.651,8.572,0.512,0.019,0.313,0.044,0.029,0.037
Continuum_2,14.775,3.338,14.450,0.673,0.067,0.433,0.046,0.020,0.030
Continuum_3,23.470,4.164,19.503,0.725,0.059,0.486,0.031,0.014,0.025
