,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,-0.351,-0.395,0.084,1.060,2.146,3.166,6.688,7.055,8.087,8.239,7.174,5.660,4.612,1.664,0.409,-0.275,0.032,-0.490,-0.691,-0.748
Continuum_2,1.792,1.960,2.599,3.891,5.743,7.029,10.877,10.684,13.355,12.712,11.527,10.274,8.383,5.077,3.028,1.986,2.195,1.114,1.054,1.124
Continuum_3,1.632,1.991,2.615,2.662,5.857,7.088,11.464,11.046,13.071,13.370,11.484,9.842,8.706,5.200,2.868,1.952,1.927,0.809,1.006,0.949
