,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.035,0.032,0.039,0.037,0.037,0.038,0.043,0.038,0.041,0.040,0.038,0.037,0.037,0.035,0.031,0.035,0.034,0.033,0.033,0.033
Continuum_2,0.021,0.020,0.021,0.022,0.021,0.022,0.025,0.025,0.024,0.025,0.024,0.022,0.023,0.020,0.020,0.020,0.019,0.021,0.021,0.019
Continuum_3,0.016,0.015,0.017,0.028,0.018,0.019,0.020,0.021,0.022,0.021,0.021,0.020,0.019,0.017,0.017,0.016,0.017,0.016,0.017,0.015
