,SNR,Signal,Noise
Spettro_1,,,
Spettro_2,,,
Spettro_3,,,
Spettro_4,,,
Spettro_5,,,
Spettro_6,18.564,1.482,0.080
Spettro_7,42.940,5.914,0.138
Spettro_8,28.499,3.103,0.109
Spettro_9,7.790,0.574,0.074
Spettro_10,0.930,0.097,0.105
Spettro_11,-1.347,-0.129,0.096
Spettro_12,-1.424,-0.121,0.085
Spettro_13,0.843,0.071,0.084
Spettro_14,,,
Spettro_15,,,
Spettro_16,,,
Spettro_17,,,
Spettro_18,,,
Spettro_19,,,
Spettro_20,,,
