,SNR,Signal,Noise
Component_1,118.406,26.379,0.223
Component_2,,0.000,
Component_3,33.884,12.363,0.365
Component_4,18.343,11.744,0.640
Component_5,81.821,17.787,0.217
Component_6,13.073,3.003,0.230
