,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,5.548,7.285,22.869,15.466,0.066,0.095,0.457,0.287,0.012,0.013,0.020,0.019
Continuum_2,6.697,9.635,21.480,16.766,0.055,0.081,0.419,0.259,0.008,0.008,0.019,0.015
Continuum_3,5.951,8.751,23.149,17.843,0.045,0.066,0.369,0.228,0.008,0.008,0.016,0.013
