,Component 1,Component 2,Component 3,Component 4
I_e,7.9220,0.0061,1.3071,0.7438
r_e,0.0000,0.0791,17.1166,50.0000
n,4.0149,9.0832,0.6628,1.2575
x_0,15.9235,20.4421,35.0000,69.0000
