,Component 1,Component 2,Component 3,Component 4
I_e,5.4214,0.8470,0.8901,0.8626
r_e,0.0000,4.0786,19.8141,43.8118
n,0.5864,0.1000,1.2248,1.2073
x_0,15.0097,21.0000,34.8757,69.0000
