Name,Chi squared,Dof,Chi reduced
Halpha,538.9638985233832,88,6.124589755947537
Hbeta,201.53556550605515,88,2.290176880750627
NII,124.99210601884236,88,1.4203648411232086
SII,135.94626725263336,88,1.5448439460526517
OIII,120.12351772581808,88,1.3650399741570236
Continuum 1,1259.7035116864292,88,14.314812632800333
Continuum 2,1641.6864628722572,88,18.65552798718474
Continuum 3,599.1186237923254,88,6.808166179458243
