,Component 1,Component 2,Component 3,Component 4
I_e,2.3881,10.0630,7.5907,17.2697
r_e,7.2050,1.9174,12.5291,1.5485
n,2.3700,2.1279,1.2318,0.7345
x_0,16.6766,41.5705,64.6919,72.6087
