,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.8568,3.5080,1.1261,5.8845,0.9039
r_e error,2.1275,2.6197,0.3264,0.9578,10.0113
n error,0.3655,2.3854,0.0492,0.5814,0.8125
x_0 error,0.0569,0.0008,0.2317,0.0940,0.2706
