,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,2.0516,3.2080,16.4208,8.5219,0.7479
r_e,8.0203,4.4444,7.6533,2.1688,10.3809
n,2.4926,2.9417,0.7005,1.2928,1.4569
x_0,16.6940,41.5904,64.5158,72.7530,91.1185
