,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,5.937,17.614,15.312,10.423
Continuum_2,11.619,21.071,18.650,11.505
Continuum_3,11.381,23.223,17.694,11.463
