Line,Flux,Error flux
Hgamma,0.11366317739833247,0.008696418287799457
Hbeta,0.3934209202407587,0.03252007300726229
Halpha,2.7697418055119267,0.05275838329574802
[SII]6716,0.38053856100914973,0.008483323830781512
[SII]6731,0.3046165116004332,0.010344924955650162
HeII4687,0.010274821177489919,0.00639670488842359
HeI5876,0.08582053749954355,0.01192231996747025
[OIII]5007_d,0.3771917917641903,0.027303135991369923
[OI]6300_d,0.07858060632115782,0.009594506064708606
[NII]6583_d,0.9960797392301924,0.024818439495556066
