,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,0.027,0.201,0.155,0.064
Continuum_2,0.036,0.201,0.139,0.056
Continuum_3,0.042,0.183,0.125,0.046
