,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,7.889,6.355,6.930,5.717,6.217
Continuum_2,12.049,8.132,9.292,8.129,8.624
Continuum_3,12.577,8.813,8.746,6.551,9.060
