,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.093,0.066,0.076,0.062,0.072
Continuum_2,0.091,0.060,0.067,0.055,0.066
Continuum_3,0.087,0.054,0.058,0.044,0.059
