,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.193,0.677,0.523,0.355,0.183
Continuum_2,0.179,0.693,0.411,0.272,0.141
Continuum_3,0.152,0.660,0.317,0.208,0.107
