,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,149055.4939,21.2405,0.1732,0.0109,0.1710
r_e error,218.9170,7.2980,1.3299,607.9720,0.5684
n error,1135302.0888,2.3494,0.2414,0.9952,0.3767
x_0 error,0.3153,1.0379,0.0729,0.0320,0.1223
