,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.3043,0.1233,0.0645,0.0089,0.3818
r_e error,1.7707,4.6472,1.8130,8.0358,2.5784
n error,3.8502,0.3845,0.4068,0.1339,4.4727
x_0 error,1.6152,3.6615,0.0044,0.4331,0.2162
