,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.9564,0.5951,0.1949,1.8549,0.8366
r_e,0.0001,5.0000,34.1082,16.3526,49.9998
n,1.6047,0.1000,2.1904,0.9423,0.4025
x_0,15.8506,21.0000,33.7088,62.0000,71.0000
