,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.0000,0.1830,1.3767,0.4253,0.5403
r_e error,0.0000,0.6524,110.5981,4.3511,9.1028
n error,0.0000,0.1936,3.7189,0.1578,0.3340
x_0 error,0.0000,0.5591,0.0274,0.3795,19.8407
