,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.2353,0.1226,0.1760,0.0123,3.0609
r_e error,2.0483,1.1440,0.4952,8.7904,18.9077
n error,1.3539,0.2754,0.1385,0.1487,3.3003
x_0 error,1.7959,1.7113,0.0567,0.4434,0.2302
