,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0218,0.1735,0.0265,0.0530,0.0007
r_e,0.7365,0.0994,22.1799,42.5440,5.9288
n,2.2387,1.5346,2.3978,1.2846,8.2648
x_0,15.6401,19.8898,32.5546,61.7533,70.5381
