,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.114,0.097,0.159,0.358,0.139
Continuum_2,0.084,0.082,0.107,0.220,0.067
Continuum_3,0.067,0.072,0.081,0.157,0.042
