,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,9.134,10.278,10.316,15.553,7.868
Continuum_2,10.809,11.354,10.750,11.016,7.021
Continuum_3,5.615,9.324,7.725,9.349,4.410
