,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.012,0.009,0.015,0.023,0.018
Continuum_2,0.008,0.007,0.010,0.020,0.009
Continuum_3,0.012,0.008,0.010,0.017,0.010
