,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,96.461,0.622,0.437,0.114,0.013
Green,3.378,88.613,60.490,18.307,4.451
Purple,0.000,10.040,37.618,0.079,0.000
Orange,0.000,0.000,0.003,66.900,0.000
Chocolate,0.161,0.725,1.452,14.598,95.536
