,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,99.285,0.974,0.573,0.266,0.023
Green,0.000,50.994,6.475,0.000,0.000
Purple,0.682,47.686,92.246,56.321,3.864
Orange,0.000,0.000,0.000,29.363,0.000
Chocolate,0.033,0.346,0.705,14.051,96.113
