,SNR,SNR,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7
Continuum_1,3.582,7.755,8.370,15.575,10.137,10.395,6.725,0.015,0.041,0.041,0.156,0.069,0.066,0.026,0.004,0.005,0.005,0.010,0.007,0.006,0.004
Continuum_2,4.361,8.523,9.007,13.928,12.721,11.338,7.316,0.014,0.035,0.036,0.118,0.067,0.057,0.025,0.003,0.004,0.004,0.008,0.005,0.005,0.003
Continuum_3,3.532,6.013,6.221,11.304,10.606,9.164,4.170,0.012,0.030,0.032,0.095,0.062,0.049,0.022,0.003,0.005,0.005,0.008,0.006,0.005,0.005
