,SNR,Signal,Noise
Component_1,12.761,0.099,0.008
Component_2,24.440,0.295,0.012
Component_3,28.823,0.484,0.017
Component_4,39.061,0.722,0.018
Component_5,6.779,0.074,0.011
Component_6,27.727,0.269,0.010
Component_7,39.819,0.612,0.015
