,Component 1,Component 2,Component 3,Component 4
I_e,1.1474,5.5571,8.2607,1.2544
r_e,50.0000,1.5150,16.1336,3.4343
n,0.9678,0.1000,0.6290,0.9189
x_0,31.9558,33.4160,46.3384,61.3742
