,Component 1,Component 2,Component 3,Component 4
I_e,6.7091,1.7918,9.2340,2.1147
r_e,1.6339,50.0000,15.6115,2.4350
n,0.1017,0.8549,0.6089,0.6853
x_0,33.2985,33.9176,46.3722,61.6196
