Name,Flux,Error flux
Hgamma,0.9380501144844964,0.09679603833669247
Hbeta,2.3574413093252087,0.19871136885177113
Halpha,10.687509781037303,0.19266307595561508
[SII]6716,2.481217142361384,0.12622897885757767
[SII]6731,1.8586857867499385,0.028405468555616917
HeII4687,0.00752565328596075,0.009130789192193442
HeI5876,0.2513572030797423,0.027418073837160262
[OIII]5007_d,1.2190776666716954,0.08098396112592417
[OI]6300_d,0.42405682255501653,0.026759063629134994
[NII]6583_d,4.885453677084583,0.07005366196105298
