,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.011,0.028,0.057,0.073,0.051,0.061,0.053,0.028,0.026,0.033,0.049,0.071,0.053,0.054,0.074,0.080,0.091,0.038,0.023,0.015
Continuum_2,0.014,0.030,0.053,0.060,0.046,0.059,0.047,0.030,0.028,0.034,0.045,0.064,0.052,0.053,0.069,0.067,0.072,0.032,0.022,0.016
Continuum_3,0.013,0.027,0.043,0.041,0.037,0.052,0.037,0.026,0.026,0.031,0.039,0.054,0.046,0.047,0.058,0.049,0.050,0.023,0.018,0.014
