,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,2.395,5.142,9.409,9.154,8.206,9.980,7.921,5.762,5.341,6.395,8.472,10.069,8.424,8.867,10.276,10.402,9.650,6.677,5.007,3.252
Continuum_2,4.136,7.068,10.444,10.982,11.099,12.469,10.226,7.727,7.274,8.594,9.795,12.408,11.184,10.811,12.971,14.040,13.712,7.947,6.385,4.839
Continuum_3,3.602,7.805,9.217,10.549,9.616,11.372,9.641,7.224,8.882,7.338,9.167,10.473,10.980,11.074,11.866,12.066,10.986,6.627,4.775,1.923
