Line,Flux,Error flux
Hgamma,0.07703486651969971,0.018057074565953537
Hbeta,0.19412497635618772,0.018231580137484146
Halpha,0.7304027299030881,0.02161649918964575
[SII]6716,0.1355403430317864,0.009797713522612937
[SII]6731,0.08553078567948703,0.005252500459006346
HeII4687,0.006010440100512485,0.002838547361984395
HeI5876,0.017765999474290223,0.005094185091459617
[OIII]5007_d,0.22477985825432645,0.014807000079830282
[OI]6300_d,0.019802753334869066,0.012439671362927845
[NII]6583_d,0.17163980142815521,0.013371741358563161
