,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,7.930,11.972,13.124,6.285,1.899
Continuum_2,2.810,7.357,6.345,2.996,1.178
Continuum_3,6.274,10.785,12.789,8.192,2.437
