Line,Flux,Error flux
Hgamma,0.6560515061323523,0.04640810613515755
Hbeta,1.8622718289154034,0.10651270526388115
Halpha,7.773927035072839,0.11388751439919506
[SII]6716,1.579424310712032,0.05623251479451758
[SII]6731,1.0334213701725332,0.02249610507466633
HeII4687,0.01569296807895977,0.01496015387126183
HeI5876,0.21469528342423652,0.043371114373754356
[OIII]5007_d,1.1936315296760782,0.08574867416043509
[OI]6300_d,0.20975558851853499,0.01906705597330751
[NII]6583_d,2.850503519009198,0.06578635518725366
