,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.010,0.012,0.011,0.009,0.006
Continuum_2,0.025,0.017,0.023,0.019,0.012
Continuum_3,0.010,0.010,0.011,0.007,0.006
