,SNR,SNR,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7
Continuum_1,4.942,9.515,10.850,17.217,12.974,12.429,8.359,0.028,0.080,0.080,0.230,0.116,0.101,0.052,0.006,0.008,0.007,0.013,0.009,0.008,0.006
Continuum_2,5.299,9.622,10.894,15.252,14.116,12.332,9.278,0.027,0.068,0.071,0.181,0.112,0.088,0.049,0.005,0.007,0.007,0.012,0.008,0.007,0.005
Continuum_3,3.770,6.579,7.007,12.225,11.376,9.023,4.876,0.024,0.057,0.063,0.147,0.102,0.075,0.043,0.006,0.009,0.009,0.012,0.009,0.008,0.009
