,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.018,0.023,0.022,0.014,0.013
Continuum_2,0.060,0.058,0.055,0.040,0.039
Continuum_3,0.020,0.024,0.022,0.015,0.014
