,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.188,0.443,0.370,0.139,0.043
Continuum_2,0.172,0.397,0.368,0.147,0.047
Continuum_3,0.152,0.356,0.357,0.145,0.046
