,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,10.495,18.901,17.177,9.621,3.401
Continuum_2,2.878,6.830,6.653,3.671,1.202
Continuum_3,7.600,14.591,16.150,9.615,3.198
