Name,Flux,Error flux
Hgamma,0.2121326618709647,0.02307383937946587
Hbeta,0.6084776508392511,0.06035567385068297
Halpha,3.15113127945396,0.06191793786631622
[SII]6716,0.42728355664574325,0.03304863476846256
[SII]6731,0.2564028796381689,0.03525855975135183
HeII4687,0.02044664237623723,0.011634413172975106
HeI5876,0.057755329117102974,0.01504030531090557
[OIII]5007_d,0.1266645214405938,0.025429712181027415
[OI]6300_d,0.11855426279680108,0.018781440927162607
[NII]6583_d,1.523546292793677,0.08030750499640327
