,SNR,Signal,Noise
Component_1,1.044,0.068,0.065
Component_2,-0.359,-0.018,0.051
Component_3,-0.783,-0.044,0.056
Component_4,1.358,0.155,0.114
Component_5,3.019,0.186,0.061
