,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,7.145,7.346,7.801,10.620,9.971
Continuum_2,7.719,10.022,10.574,16.874,12.024
Continuum_3,7.929,10.130,10.690,15.984,12.526
