,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.016,0.016,0.017,0.036,0.023
Continuum_2,0.015,0.013,0.014,0.027,0.019
Continuum_3,0.013,0.013,0.015,0.033,0.018
