,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.111,0.114,0.133,0.383,0.231
Continuum_2,0.112,0.127,0.148,0.456,0.230
Continuum_3,0.104,0.135,0.155,0.532,0.224
