,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,16.508,23.252,22.222,21.154,12.582
Continuum_2,15.013,21.375,19.776,20.108,14.682
Continuum_3,17.153,29.161,26.449,27.126,14.595
