,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.036,0.033,0.030,0.022,0.012
Continuum_2,0.027,0.032,0.026,0.019,0.010
Continuum_3,0.016,0.021,0.016,0.011,0.009
