,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.589,0.761,0.677,0.459,0.148
Continuum_2,0.400,0.687,0.517,0.378,0.143
Continuum_3,0.281,0.606,0.417,0.297,0.128
